Station Name: PHOENIX PARK
Station Height: 48 M 
Latitude:53.364  ,Longitude: -6.350


date:  -  00 to 00 utc
rain:  -  Precipitation Amount (mm)
maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)
gmin:  -  09utc Grass Minimum Temperature (C)
soil:  -  Mean 10cm soil temperature (C)
cbl:   -  Mean CBL Pressure (hpa)
ind:   -  Indicator (i)

date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
24-jan-2015,0,6.7,0,0.6,0,-4.4,0,0.0,1020.2,2.563
25-jan-2015,0,11.5,0,5.0,0,-2.4,0,1.2,1019.2,4.680
26-jan-2015,0,9.4,0,3.3,0,-0.7,0,0.3,1019.8,5.088
27-jan-2015,0,8.6,0,4.8,0,-0.5,0,0.1,1015.0,4.919
28-jan-2015,0,9.5,0,1.5,0,0.3,0,1.4,997.5,4.975
29-jan-2015,0,3.2,0,0.3,0,-0.9,0,6.0,980.0,2.920
30-jan-2015,0,6.5,0,1.0,0,-1.1,0,0.0,975.7,2.921
31-jan-2015,0,5.2,0,-0.1,0,-3.0,0,0.0,989.9,2.351
01-feb-2015,0,4.6,0,-2.3,0,-8.6,0,0.0,1001.8,1.294
02-feb-2015,0,4.2,0,-3.0,0,-7.5,0,0.0,1003.5,1.099
03-feb-2015,0,4.8,0,-5.5,0,-10.5,0,0.0,1009.2,0.721
04-feb-2015,0,5.5,0,-3.8,0,-9.8,0,0.0,1020.5,0.500
05-feb-2015,0,7.7,0,0.7,0,-7.6,0,0.0,1025.7,0.721
06-feb-2015,0,6.2,0,2.2,0,-2.5,0,0.0,1029.5,2.449
07-feb-2015,0,7.6,0,0.2,0,-0.0,0,0.0,1034.4,4.011
08-feb-2015,0,2.3,0,-2.0,0,-6.9,0,0.0,1036.0,2.789
09-feb-2015,0,5.0,0,0.8,0,0.3,0,0.0,1031.9,3.576
10-feb-2015,0,5.1,0,1.6,0,1.8,0,0.0,1024.8,4.149
11-feb-2015,0,6.1,0,0.8,0,-2.5,0,0.0,1017.4,3.962
12-feb-2015,0,8.1,0,2.9,0,0.8,0,0.1,1006.2,4.408
13-feb-2015,0,8.9,0,3.5,0,3.7,0,2.8,991.1,5.442
14-feb-2015,0,10.1,0,2.7,0,-1.5,0,0.0,999.0,6.091
15-feb-2015,0,10.4,0,-0.1,0,-5.5,0,5.6,1004.6,5.008
16-feb-2015,0,7.7,0,-0.1,0,-0.2,0,0.6,1012.8,5.560
17-feb-2015,0,9.2,0,-0.0,0,-6.2,0,0.0,1026.9,4.143
18-feb-2015,0,12.7,0,7.5,0,1.5,0,0.0,1020.3,6.328
19-feb-2015,0,10.3,0,1.6,0,4.9,0,3.3,1008.2,6.658
20-feb-2015,0,6.7,0,0.8,0,-5.3,0,0.0,1000.3,3.859
21-feb-2015,0,7.1,0,0.8,0,-3.9,0,0.0,999.2,3.896
22-feb-2015,0,10.9,0,0.3,0,-5.7,0,4.0,990.2,4.092
23-feb-2015,0,6.0,0,0.7,0,-1.3,0,4.4,978.5,3.982
24-feb-2015,0,7.8,0,2.9,0,-0.0,0,1.7,993.7,4.558
25-feb-2015,0,11.8,0,6.1,0,2.6,0,1.7,1005.0,6.747
26-feb-2015,0,12.2,0,1.5,0,4.9,0,1.8,1004.5,7.690
27-feb-2015,0,8.7,0,1.0,0,-4.7,0,0.0,1006.8,4.794
28-feb-2015,0,12.3,0,6.3,0,0.2,0,0.4,991.0,6.744
01-mar-2015,0,6.3,0,0.4,0,-0.6,0,6.7,989.6,4.218
02-mar-2015,0,5.2,0,0.4,0,-2.7,0,4.1,997.5,3.413
03-mar-2015,0,6.0,0,0.3,0,-3.0,0,0.3,1008.8,3.710
04-mar-2015,0,9.9,0,1.1,0,-2.8,0,0.0,1023.0,4.131
05-mar-2015,0,11.1,0,6.7,0,-1.0,0,0.0,1028.2,6.270
06-mar-2015,0,12.4,0,8.1,0,4.5,0,0.0,1017.5,7.318
07-mar-2015,0,14.8,0,9.5,0,4.8,0,0.0,1007.2,8.714
08-mar-2015,0,11.7,0,-0.3,0,6.3,0,3.4,1012.5,8.824
09-mar-2015,0,14.3,0,-0.5,0,-4.2,0,1.9,1010.5,6.925
10-mar-2015,0,11.6,0,1.6,0,-3.8,0,0.0,1021.5,6.427
11-mar-2015,0,12.7,0,2.2,0,-2.5,0,2.6,1014.1,6.936
12-mar-2015,0,12.4,0,3.6,0,-2.4,0,7.4,1012.6,7.078
13-mar-2015,0,9.7,0,-0.6,0,-4.2,0,0.0,1021.9,6.065
14-mar-2015,0,6.3,0,0.4,0,-3.6,0,0.0,1028.0,5.853
15-mar-2015,0,7.2,0,3.7,0,-0.3,0,0.0,1025.3,5.753
16-mar-2015,0,7.6,0,5.2,0,2.6,0,0.0,1019.3,6.314
17-mar-2015,0,8.4,0,1.2,0,-3.1,0,0.0,1021.2,5.571
18-mar-2015,0,11.3,0,-3.1,0,-5.0,0,0.0,1028.2,5.583
19-mar-2015,0,11.7,0,-1.7,0,-4.6,0,0.0,1029.1,6.723
20-mar-2015,0,11.1,0,3.5,0,-1.2,0,0.0,1024.4,7.576
21-mar-2015,0,11.6,0,1.1,0,-3.3,0,0.0,1023.5,7.753
22-mar-2015,0,14.0,0,-1.4,0,-4.2,0,0.0,1017.6,7.464
23-mar-2015,0,11.5,0,2.0,0,0.5,0,0.2,1009.8,8.742
24-mar-2015,0,9.6,0,0.4,0,-3.8,0,1.4,1007.8,6.761
25-mar-2015,0,9.3,0,-0.2,0,-5.1,0,5.3,1000.2,5.942
26-mar-2015,0,11.2,0,2.4,0,3.5,0,1.4,1001.0,8.188
27-mar-2015,0,12.1,0,2.0,0,-3.6,0,0.0,1009.4,8.014
28-mar-2015,0,14.8,0,7.7,0,7.9,0,3.2,1000.1,10.562
29-mar-2015,0,9.9,0,3.7,0,6.5,0,8.6,991.6,8.912
30-mar-2015,0,11.6,0,2.8,0,3.2,0,8.8,994.9,7.403
31-mar-2015,0,9.8,0,3.3,0,5.3,0,2.6,1003.5,8.215
01-apr-2015,0,10.3,0,2.6,0,-0.6,0,3.3,1014.8,6.889
02-apr-2015,0,9.9,0,4.9,0,5.0,0,9.6,1012.1,8.710
03-apr-2015,0,12.1,0,6.8,0,7.7,0,2.2,1013.1,9.920
04-apr-2015,0,15.7,0,5.7,0,0.7,0,0.0,1020.3,10.249
05-apr-2015,0,13.5,0,5.8,0,0.4,0,0.0,1022.8,11.045
06-apr-2015,0,17.1,0,1.7,0,-1.9,0,0.1,1027.9,11.693
07-apr-2015,0,17.6,0,2.6,0,-1.6,0,0.0,1030.5,11.650
08-apr-2015,0,18.9,0,4.5,0,-1.4,0,0.0,1025.6,11.688
09-apr-2015,0,18.3,0,2.0,0,-2.6,0,0.0,1018.1,11.813
10-apr-2015,0,16.9,0,2.2,0,-3.2,0,0.6,1006.7,11.461
11-apr-2015,0,11.5,0,2.7,0,-1.2,0,5.5,1007.6,10.997
12-apr-2015,0,10.6,0,2.8,0,-0.9,0,7.2,1013.4,9.847
13-apr-2015,0,16.2,0,2.1,0,-2.8,0,0.1,1019.8,10.215
14-apr-2015,0,18.5,0,7.3,0,5.7,0,0.0,1014.8,11.690
15-apr-2015,0,12.2,0,4.9,0,0.0,0,0.2,1011.6,10.538
16-apr-2015,0,11.9,0,2.9,0,0.6,0,0.0,1011.5,11.142
17-apr-2015,0,13.8,0,0.9,0,-2.5,0,0.0,1016.5,11.036
18-apr-2015,0,11.2,0,6.8,0,3.3,0,0.0,1023.2,12.180
19-apr-2015,0,11.1,0,4.0,0,-0.9,0,0.0,1022.0,11.177
20-apr-2015,0,13.0,0,4.8,0,1.0,0,0.0,1025.2,11.900
21-apr-2015,0,15.7,0,1.1,0,-2.2,0,0.0,1030.4,12.702
22-apr-2015,0,16.5,0,3.1,0,-0.8,0,0.0,1024.8,13.450
23-apr-2015,0,18.0,0,3.4,0,-0.0,0,0.0,1013.7,14.385
24-apr-2015,0,15.4,0,3.8,0,-1.9,0,6.0,1001.8,12.852
25-apr-2015,0,11.1,0,2.6,0,6.4,0,8.2,1000.3,11.528
26-apr-2015,0,11.6,0,-1.9,0,-4.5,0,0.2,1006.8,10.007
27-apr-2015,0,10.3,0,-1.6,0,-4.5,0,1.2,1005.5,9.417
28-apr-2015,0,10.7,0,1.0,0,-2.1,0,3.1,1005.6,9.969
29-apr-2015,0,12.3,0,2.7,0,-0.1,0,4.4,1002.1,10.708
30-apr-2015,0,12.8,0,2.6,0,-0.4,0,0.1,1005.6,10.938
01-may-2015,0,10.9,0,2.9,0,-0.6,0,0.0,1005.4,11.035
02-may-2015,0,9.1,0,5.9,0,5.2,0,25.3,997.2,9.413
03-may-2015,0,17.1,0,8.2,0,6.6,0,16.4,987.2,12.702
04-may-2015,0,14.8,0,6.5,0,1.6,0,0.3,989.9,13.023
05-may-2015,0,13.3,0,6.8,0,7.9,0,11.0,982.2,12.688
06-may-2015,0,14.2,0,6.5,0,2.5,0,4.0,993.9,11.592
07-may-2015,0,12.8,0,5.5,0,1.2,0,0.2,1007.7,12.735
08-may-2015,0,10.2,0,4.2,0,0.2,0,14.3,1003.4,10.515
09-may-2015,0,15.6,0,6.6,0,6.5,0,1.0,1006.5,13.150
10-may-2015,0,16.8,0,9.3,0,8.2,0,0.9,1007.6,13.700
11-may-2015,0,17.3,0,8.7,0,5.6,0,0.3,1004.4,14.733
12-may-2015,0,14.6,0,6.3,0,4.7,0,0.0,1010.5,14.295
13-may-2015,0,12.9,0,3.5,0,-0.4,0,0.0,1011.2,14.360
14-may-2015,0,12.0,0,5.0,0,3.1,0,1.9,1007.4,12.972
15-may-2015,0,15.8,0,2.7,0,-0.4,0,0.3,1012.7,12.373
16-may-2015,0,14.7,0,5.6,0,0.8,0,0.1,1017.8,14.645
17-may-2015,0,14.1,0,7.1,0,1.9,0,3.2,1012.7,13.738
18-may-2015,0,12.8,0,6.2,0,5.8,0,3.2,998.8,14.497
19-may-2015,0,13.4,0,4.6,0,3.1,0,4.7,1001.3,14.000
20-may-2015,0,15.4,0,3.2,0,0.2,0,0.0,1013.1,12.903
21-may-2015,0,17.9,0,5.1,0,1.2,0,0.0,1019.0,14.690
22-may-2015,0,18.0,0,10.7,0,11.6,0,0.0,1020.4,16.575
23-may-2015,0,20.1,0,7.2,0,2.9,0,0.0,1018.2,17.747
24-may-2015,0,16.8,0,9.7,0,10.9,0,0.5,1014.7,18.712
25-may-2015,0,17.0,0,9.2,0,6.1,0,0.0,1016.8,16.940
26-may-2015,0,17.1,0,8.9,0,8.3,0,0.0,1020.9,18.260
27-may-2015,0,14.1,0,7.4,0,4.4,0,2.8,1014.8,16.177
28-may-2015,0,14.8,0,6.1,0,2.4,0,0.8,1006.4,16.228
29-may-2015,0,14.6,0,5.0,0,6.3,0,4.4,1003.3,16.932
30-may-2015,0,13.9,0,3.3,0,-0.3,0,4.2,1001.0,15.000
31-may-2015,0,13.6,0,5.2,0,7.9,0,3.1,998.8,16.240
01-jun-2015,0,12.6,0,4.7,0,0.8,0,4.6,994.0,13.038
02-jun-2015,0,16.0,0,6.6,0,2.5,0,0.3,995.8,14.693
03-jun-2015,0,16.4,0,6.0,0,1.8,0,0.2,1011.0,15.410
04-jun-2015,0,17.4,0,7.1,0,3.7,0,0.0,1013.2,16.410
05-jun-2015,0,17.1,0,8.4,0,9.7,0,2.6,1006.7,17.243
06-jun-2015,0,15.8,0,7.2,0,4.0,0,0.6,1016.1,15.875
07-jun-2015,0,16.8,0,5.0,0,-0.5,0,0.0,1027.8,16.260
08-jun-2015,0,14.1,0,5.9,0,2.1,0,0.0,1032.0,16.097
09-jun-2015,0,16.3,0,2.8,0,-1.8,0,0.0,1030.6,17.355
10-jun-2015,0,17.4,0,5.5,0,0.4,0,0.0,1025.1,19.240
11-jun-2015,0,16.3,0,7.4,0,1.6,0,0.0,1015.4,18.885
12-jun-2015,0,17.0,0,10.6,0,7.9,0,0.0,1007.4,18.597
13-jun-2015,0,18.1,0,10.0,0,9.9,0,0.0,1006.6,19.497
14-jun-2015,0,16.4,0,6.8,0,2.0,0,0.0,1011.8,19.127
15-jun-2015,0,18.5,0,6.5,0,1.1,0,0.0,1016.2,19.298
16-jun-2015,0,22.6,0,12.2,0,11.0,0,0.0,1017.6,21.423
17-jun-2015,0,20.2,0,9.7,0,14.2,0,0.6,1016.3,20.920
18-jun-2015,0,18.9,0,7.7,0,2.9,0,0.0,1018.0,20.450
19-jun-2015,0,19.0,0,10.1,0,5.4,0,0.2,1018.0,20.868
20-jun-2015,0,21.8,0,11.7,0,14.7,0,0.1,1014.3,22.067
21-jun-2015,0,17.7,0,8.7,0,7.4,0,0.0,1009.8,20.888
22-jun-2015,0,18.9,0,8.6,0,3.1,0,0.0,1009.0,20.315
23-jun-2015,0,20.5,0,5.6,0,-0.0,0,0.0,1012.3,21.535
24-jun-2015,0,19.9,0,9.7,0,5.1,0,0.0,1012.2,21.490
25-jun-2015,0,20.3,0,13.4,0,7.9,0,0.0,1010.3,20.388
26-jun-2015,0,21.8,0,10.9,0,12.9,0,0.0,1007.5,21.538
27-jun-2015,0,20.0,0,9.7,0,4.6,0,1.8,1009.4,20.462
28-jun-2015,0,20.6,0,12.6,0,13.4,0,0.0,1008.7,21.282
29-jun-2015,0,21.0,0,12.1,0,9.6,0,0.0,1012.1,21.200
30-jun-2015,0,25.6,0,16.4,0,15.0,0,0.0,1008.2,24.458
01-jul-2015,0,23.6,0,15.8,0,13.1,0,0.0,1003.7,23.763
02-jul-2015,0,21.2,0,13.8,0,10.1,0,0.0,1010.8,22.798
03-jul-2015,0,20.9,0,10.5,0,4.6,0,0.3,1012.2,22.770
04-jul-2015,0,22.4,0,11.6,0,13.6,0,0.5,1007.3,23.593
05-jul-2015,0,19.6,0,11.1,0,6.2,0,8.6,1008.4,21.068
06-jul-2015,0,20.3,0,10.3,0,5.8,0,5.7,1003.9,18.315
07-jul-2015,0,18.8,0,12.4,0,11.7,0,5.1,997.9,18.905
08-jul-2015,0,18.2,0,8.4,0,12.2,0,0.3,1007.7,19.030
09-jul-2015,0,19.0,0,5.5,0,0.1,0,0.0,1016.3,17.835
10-jul-2015,0,21.2,0,14.1,0,11.5,0,0.0,1009.8,19.760
11-jul-2015,0,18.0,0,11.0,0,7.6,0,1.5,1007.0,18.158
12-jul-2015,0,18.6,0,12.5,0,10.8,0,0.0,1007.3,18.830
13-jul-2015,0,21.0,0,13.0,0,10.3,0,5.8,1006.7,19.292
14-jul-2015,0,17.1,0,12.0,0,11.1,0,0.3,1012.6,18.892
15-jul-2015,0,18.5,0,8.3,0,2.8,0,0.0,1015.4,18.587
16-jul-2015,0,16.3,0,8.7,0,3.3,0,10.4,1006.2,16.532
17-jul-2015,0,18.2,0,11.0,0,12.0,0,0.2,1001.1,18.315
18-jul-2015,0,20.7,0,9.3,0,5.4,0,6.2,1004.5,17.565
19-jul-2015,0,18.4,0,8.1,0,4.4,0,1.8,1002.4,18.080
20-jul-2015,0,21.6,0,12.3,0,8.6,0,0.6,999.5,18.745
21-jul-2015,0,19.3,0,10.2,0,10.0,0,0.2,1002.7,18.435
22-jul-2015,0,17.7,0,9.9,0,5.7,0,0.1,1008.7,17.392
23-jul-2015,0,18.1,0,10.1,0,5.2,0,0.0,1009.7,17.882
24-jul-2015,0,15.8,0,9.2,0,5.6,0,0.0,1008.1,17.300
25-jul-2015,0,17.7,0,6.9,0,0.9,0,0.0,1008.7,17.055
26-jul-2015,0,13.9,0,10.7,0,6.2,0,8.6,996.4,15.735
27-jul-2015,0,18.8,0,11.7,0,11.9,0,3.1,993.2,16.753
28-jul-2015,0,17.8,0,9.7,0,10.1,0,3.2,1000.3,17.823
29-jul-2015,0,16.9,0,8.2,0,5.5,0,1.9,1008.8,16.693
30-jul-2015,0,16.5,0,6.5,0,0.7,0,0.5,1014.9,16.033
31-jul-2015,0,18.1,0,10.6,0,8.1,0,2.2,1010.3,16.993
01-aug-2015,0,19.2,0,8.2,0,3.1,0,0.0,1007.5,17.592
02-aug-2015,0,17.7,0,11.8,0,11.6,0,7.0,1001.9,17.055
03-aug-2015,0,19.8,0,13.8,0,13.4,0,0.1,996.3,17.935
04-aug-2015,0,19.3,0,13.1,0,11.8,0,0.8,998.5,17.972
05-aug-2015,0,19.3,0,11.7,0,10.9,0,4.5,1000.1,17.233
06-aug-2015,0,18.8,0,9.5,0,5.0,0,0.1,1005.4,18.010
07-aug-2015,0,17.0,0,9.8,0,8.6,0,1.4,1014.0,17.150
08-aug-2015,0,19.3,0,7.2,0,1.9,0,0.5,1015.0,16.718
09-aug-2015,0,20.3,0,14.5,0,12.7,0,0.2,1009.7,17.722
10-aug-2015,0,20.3,0,11.7,0,10.5,0,0.2,1008.0,18.630
11-aug-2015,0,18.8,0,8.8,0,5.4,0,0.0,1015.4,17.820
12-aug-2015,0,19.7,0,6.5,0,1.4,0,0.0,1018.9,18.562
13-aug-2015,0,20.7,0,7.6,0,2.6,0,0.0,1012.3,19.528
14-aug-2015,0,17.0,0,8.7,0,7.4,0,0.7,1005.2,18.490
15-aug-2015,0,16.7,0,7.0,0,1.3,0,0.0,1007.7,16.472
16-aug-2015,0,18.5,0,8.3,0,4.2,0,0.3,1011.4,17.395
17-aug-2015,0,20.7,0,8.5,0,3.4,0,0.0,1013.0,17.590
18-aug-2015,0,24.2,0,8.6,0,3.8,0,0.0,1009.5,19.042
19-aug-2015,0,20.8,0,10.7,0,7.5,0,11.0,1005.0,18.365
20-aug-2015,0,22.3,0,10.9,0,6.3,0,0.0,1006.3,17.695
21-aug-2015,0,22.4,0,14.5,0,12.5,0,0.3,1006.8,18.830
22-aug-2015,0,17.2,0,11.2,0,7.0,0,2.9,1003.9,17.283
23-aug-2015,0,14.7,0,12.3,0,12.8,0,32.3,995.9,15.943
24-aug-2015,0,18.7,0,6.8,0,7.7,0,0.0,996.6,17.000
25-aug-2015,0,14.9,0,5.3,0,0.5,0,10.9,995.8,14.105
26-aug-2015,0,18.7,0,9.6,0,5.6,0,5.4,989.9,16.272
27-aug-2015,0,19.6,0,9.8,0,5.3,0,5.0,997.1,15.690
28-aug-2015,0,19.6,0,9.5,0,4.4,0,0.3,1004.7,15.773
29-aug-2015,0,19.0,0,11.0,0,6.6,0,3.4,1010.3,16.208
30-aug-2015,0,18.2,0,8.5,0,5.0,0,0.0,1013.4,15.993
31-aug-2015,0,16.5,0,8.9,0,5.3,0,8.2,1013.7,15.135
01-sep-2015,0,16.6,0,8.1,0,3.8,0,1.3,1016.0,14.837
02-sep-2015,0,15.2,0,7.3,0,2.0,0,0.1,1015.9,13.948
03-sep-2015,0,14.7,0,9.1,0,7.9,0,0.1,1014.7,13.892
04-sep-2015,0,16.6,0,10.9,0,10.2,0,0.0,1016.3,14.368
05-sep-2015,0,16.7,0,7.0,0,2.5,0,0.0,1020.7,14.608
06-sep-2015,0,15.1,0,5.4,0,-0.2,0,0.0,1025.4,13.167
07-sep-2015,0,16.2,0,10.5,0,10.1,0,0.0,1026.4,15.017
08-sep-2015,0,18.9,0,8.7,0,4.5,0,0.0,1021.6,15.710
09-sep-2015,0,17.0,0,8.9,0,2.9,0,0.1,1016.2,14.762
10-sep-2015,0,18.7,0,9.4,0,3.5,0,0.0,1012.0,15.380
11-sep-2015,0,16.8,0,12.0,0,7.1,0,8.0,1002.6,14.910
12-sep-2015,0,16.9,0,9.6,0,10.6,0,4.4,997.2,15.545
13-sep-2015,0,15.9,0,9.6,0,4.7,0,1.0,995.4,13.968
14-sep-2015,0,14.2,0,11.4,0,5.7,0,1.6,989.5,13.745
15-sep-2015,0,16.9,0,8.1,0,8.9,0,0.0,990.0,14.778
16-sep-2015,0,15.9,0,6.1,0,2.2,0,0.0,988.1,13.948
17-sep-2015,0,17.4,0,7.4,0,1.8,0,3.4,994.0,14.240
18-sep-2015,0,16.3,0,8.5,0,5.7,0,0.3,1007.8,14.735
19-sep-2015,0,18.2,0,8.2,0,3.1,0,0.0,1017.9,14.202
20-sep-2015,0,17.4,0,11.3,0,4.9,0,5.0,1013.3,14.360
21-sep-2015,0,17.1,0,7.9,0,9.0,0,9.0,1002.2,15.212
22-sep-2015,0,15.9,0,6.5,0,3.1,0,0.1,1001.3,13.275
23-sep-2015,0,17.7,0,7.1,0,1.4,0,0.0,1003.8,13.070
24-sep-2015,0,15.0,0,7.8,0,2.7,0,2.0,1007.0,12.940
25-sep-2015,0,15.7,0,5.4,0,0.2,0,0.1,1016.4,12.028
26-sep-2015,0,17.9,0,7.2,0,3.2,0,0.0,1022.4,13.727
27-sep-2015,0,18.5,0,6.4,0,1.4,0,0.0,1026.8,12.593
28-sep-2015,0,18.5,0,6.6,0,1.6,0,0.1,1028.1,12.545
29-sep-2015,0,18.5,0,7.3,0,1.7,0,0.2,1029.2,13.023
30-sep-2015,0,15.5,0,7.2,0,2.1,0,0.0,1029.5,12.173
01-oct-2015,0,17.4,0,5.9,0,1.0,0,0.1,1027.0,12.190
02-oct-2015,0,15.9,0,9.0,0,0.4,0,0.0,1020.3,13.483
03-oct-2015,0,10.9,0,6.7,0,6.8,0,0.0,1012.1,12.485
04-oct-2015,0,14.7,0,2.9,0,-1.6,0,0.0,1003.2,11.632
05-oct-2015,0,17.7,0,12.1,0,10.8,0,10.8,991.5,13.548
06-oct-2015,0,18.1,0,9.4,0,6.2,0,2.4,993.0,14.320
07-oct-2015,0,15.8,0,5.9,0,1.5,0,0.0,1005.4,12.968
08-oct-2015,0,17.6,0,4.8,0,-0.1,0,0.0,1013.1,11.710
09-oct-2015,0,17.4,0,9.1,0,5.4,0,0.0,1015.1,12.892
10-oct-2015,0,14.4,0,9.0,0,6.9,0,0.0,1014.6,12.637
11-oct-2015,0,15.2,0,6.5,0,6.3,0,0.0,1014.1,12.023
12-oct-2015,0,13.7,0,4.7,0,2.5,0,0.0,1018.9,11.047
13-oct-2015,0,13.8,0,2.1,0,-2.8,0,0.1,1022.7,9.145
14-oct-2015,0,12.3,0,2.6,0,-1.7,0,0.0,1021.2,8.493
15-oct-2015,0,13.2,0,1.5,0,-2.6,0,0.0,1020.1,8.241
16-oct-2015,0,14.0,0,2.6,0,-1.5,0,0.0,1021.4,8.955
17-oct-2015,0,12.7,0,7.8,0,1.0,0,0.1,1019.4,9.708
18-oct-2015,0,12.2,0,8.4,0,3.8,0,1.5,1018.4,10.345
19-oct-2015,0,12.7,0,5.3,0,8.8,0,0.6,1021.5,11.085
20-oct-2015,0,12.5,0,5.3,0,0.1,0,4.5,1017.8,9.955
21-oct-2015,0,15.3,0,11.7,0,10.1,0,0.4,1008.2,12.405
22-oct-2015,0,14.8,0,8.8,0,5.4,0,0.1,1010.0,11.673
23-oct-2015,0,14.5,0,9.2,0,4.8,0,0.0,1008.0,11.342
24-oct-2015,0,13.7,0,4.3,0,7.2,0,6.2,1007.4,10.923
25-oct-2015,0,13.3,0,4.9,0,-0.9,0,0.0,1011.4,8.357
26-oct-2015,0,14.0,0,10.8,0,7.1,0,1.8,1002.0,10.477
27-oct-2015,0,13.2,0,8.9,0,11.6,0,9.7,998.9,11.858
28-oct-2015,0,14.5,0,6.2,0,1.5,0,0.4,996.1,10.440
29-oct-2015,0,14.3,0,7.7,0,3.5,0,4.0,997.2,11.123
30-oct-2015,0,16.2,0,10.2,0,5.4,0,3.2,1003.7,11.365
31-oct-2015,0,16.5,0,7.9,0,10.6,0,0.0,1012.9,12.517
01-nov-2015,0,16.6,0,4.6,0,1.4,0,0.1,1020.7,10.187
02-nov-2015,0,15.8,0,9.2,0,5.0,0,0.2,1015.0,11.452
03-nov-2015,0,13.6,0,7.0,0,3.1,0,0.1,1008.9,11.048
04-nov-2015,0,11.8,0,5.9,0,8.8,0,0.0,1006.0,11.050
05-nov-2015,0,14.0,0,5.8,0,1.7,0,4.9,1000.3,10.560
06-nov-2015,0,17.0,0,7.8,0,6.8,0,0.6,1001.4,11.265
07-nov-2015,0,12.6,0,8.1,0,2.6,0,11.2,1006.8,10.040
08-nov-2015,0,14.9,0,6.3,0,2.1,0,9.9,1005.8,9.312
09-nov-2015,0,16.5,0,8.1,0,0.3,0,3.5,1004.4,10.330
10-nov-2015,0,17.7,0,14.6,0,11.8,0,0.0,1006.9,13.052
11-nov-2015,0,15.6,0,8.9,0,11.1,0,7.0,1008.2,12.328
12-nov-2015,0,15.6,0,5.8,0,1.4,0,5.0,1004.3,9.417
13-nov-2015,0,8.1,0,3.1,0,0.7,0,2.9,1009.4,7.444
14-nov-2015,0,14.8,0,5.5,0,0.8,0,16.3,1007.0,7.933
15-nov-2015,0,16.4,0,11.4,0,6.6,0,1.8,993.1,12.160
16-nov-2015,0,11.4,0,5.5,0,0.9,0,0.7,996.6,9.310
17-nov-2015,0,15.2,0,5.9,0,2.6,0,3.4,990.4,8.858
18-nov-2015,0,12.5,0,7.3,0,2.7,0,12.9,996.5,8.910
19-nov-2015,0,9.6,0,4.4,0,3.5,0,0.0,1005.1,7.787
20-nov-2015,0,7.5,0,0.6,0,-1.2,0,1.2,1005.2,5.406
21-nov-2015,0,5.2,0,1.5,0,-3.3,0,0.4,1009.2,4.319
22-nov-2015,0,8.2,0,-1.0,0,-2.4,0,0.0,1013.4,4.103
23-nov-2015,0,9.2,0,-1.2,0,-4.8,0,2.6,1013.8,4.150
24-nov-2015,0,9.2,0,6.5,0,0.8,0,0.8,1007.0,6.725
