Station Name: PHOENIX PARK
Station Height: 48 M 
Latitude:53.364  ,Longitude: -6.350


date:  -  00 to 00 utc
rain:  -  Precipitation Amount (mm)
maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)
gmin:  -  09utc Grass Minimum Temperature (C)
soil:  -  Mean 10cm soil temperature (C)
cbl:   -  Mean CBL Pressure (hpa)
ind:   -  Indicator (i)

date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
24-feb-2016,0,7.8,0,-3.3,0,-8.9,0,0.0,1014.5,3.564
25-feb-2016,0,5.4,0,-1.9,0,-8.2,0,0.0,1009.4,3.394
26-feb-2016,0,9.1,0,1.5,0,-2.2,0,0.0,1001.5,4.549
27-feb-2016,0,6.9,0,2.3,0,1.6,0,0.0,1008.0,4.651
28-feb-2016,0,8.4,0,-1.0,0,-2.2,0,0.0,1018.4,4.575
29-feb-2016,0,11.1,0,-1.0,0,-5.8,0,5.7,1012.7,4.079
01-mar-2016,0,12.2,0,2.4,0,2.9,0,4.7,999.3,7.912
02-mar-2016,0,8.9,0,1.3,0,-0.2,0,4.0,994.1,5.876
03-mar-2016,0,9.4,0,0.4,0,0.1,0,2.9,996.5,5.832
04-mar-2016,0,7.1,0,0.0,0,-3.0,0,5.1,991.4,3.706
05-mar-2016,0,8.7,0,-0.1,0,-2.3,0,0.2,1002.5,4.599
06-mar-2016,0,6.3,0,-0.9,0,-5.4,0,0.0,1003.3,4.029
07-mar-2016,0,8.9,0,-0.9,0,-5.8,0,0.0,1007.1,4.226
08-mar-2016,0,9.8,0,2.7,0,-2.0,0,3.7,1000.6,6.000
09-mar-2016,0,10.2,0,2.3,0,-0.9,0,1.0,1002.1,6.329
10-mar-2016,0,12.4,0,2.9,0,-1.3,0,0.0,1015.5,7.005
11-mar-2016,0,13.5,0,6.2,0,2.1,0,0.0,1018.9,8.498
12-mar-2016,0,14.8,0,9.5,0,6.9,0,0.0,1022.0,9.788
13-mar-2016,0,13.5,0,6.6,0,7.0,0,0.0,1027.5,9.653
14-mar-2016,0,10.5,0,3.2,0,-2.6,0,0.0,1027.4,8.222
15-mar-2016,0,10.7,0,3.4,0,-1.9,0,0.0,1026.8,7.727
16-mar-2016,0,9.5,0,5.4,0,-0.2,0,0.0,1027.3,7.956
17-mar-2016,0,8.9,0,-0.4,0,-0.8,0,0.0,1026.1,7.150
18-mar-2016,0,7.9,0,-2.1,0,-6.8,0,0.0,1024.0,5.880
19-mar-2016,0,7.6,0,2.9,0,5.7,0,0.0,1023.9,7.129
20-mar-2016,0,10.8,0,1.3,0,-2.3,0,0.0,1022.0,7.518
21-mar-2016,0,8.4,0,1.2,0,-3.9,0,0.0,1018.3,6.950
22-mar-2016,0,8.6,0,5.8,0,4.9,0,0.0,1013.8,8.059
23-mar-2016,0,12.4,0,5.4,0,4.3,0,0.0,1009.3,8.922
24-mar-2016,0,12.4,0,4.7,0,2.0,0,2.2,1003.0,8.846
25-mar-2016,0,14.1,0,4.0,0,-1.0,0,0.1,1000.6,8.424
26-mar-2016,0,12.1,0,4.9,0,7.6,0,5.8,985.9,9.283
27-mar-2016,0,10.4,0,1.8,0,1.9,0,2.2,980.7,7.595
28-mar-2016,0,11.9,0,1.2,0,-2.9,0,0.0,983.2,7.406
29-mar-2016,0,11.2,0,1.5,0,-2.5,0,0.0,991.8,7.897
30-mar-2016,0,11.7,0,2.2,0,-3.3,0,0.3,1001.3,7.764
31-mar-2016,0,12.9,0,1.8,0,-3.8,0,0.0,1010.0,7.705
01-apr-2016,0,11.1,0,6.2,0,-0.3,0,3.3,1004.0,8.079
02-apr-2016,0,9.6,0,5.7,0,4.1,0,5.9,1000.1,8.497
03-apr-2016,0,10.5,0,6.2,0,5.4,0,3.5,995.8,8.150
04-apr-2016,0,12.3,0,5.0,0,2.7,0,2.1,996.6,9.505
05-apr-2016,0,13.1,0,2.5,0,-1.0,0,0.3,1000.6,9.154
06-apr-2016,0,9.8,0,3.6,0,1.8,0,3.1,999.3,9.245
07-apr-2016,0,13.1,0,3.7,0,0.8,0,1.1,1005.8,8.947
08-apr-2016,0,11.0,0,1.9,0,0.8,0,1.6,1003.5,8.686
09-apr-2016,0,9.1,0,0.2,0,-3.5,0,0.3,995.3,8.032
10-apr-2016,0,10.4,0,-1.4,0,-4.9,0,2.2,998.5,6.832
11-apr-2016,0,8.5,0,6.9,0,6.0,0,31.9,1001.4,7.853
12-apr-2016,0,13.9,0,4.1,0,5.9,0,0.1,999.5,10.362
13-apr-2016,0,12.7,0,2.1,0,-1.6,0,0.1,1002.8,9.908
14-apr-2016,0,11.1,0,4.7,0,7.0,0,1.3,1003.6,10.130
15-apr-2016,0,10.3,0,2.0,0,-0.4,0,0.6,999.4,8.974
16-apr-2016,0,9.3,0,0.3,0,-4.6,0,0.2,1004.5,7.637
17-apr-2016,0,11.4,0,-0.6,0,-5.0,0,0.0,1011.1,8.643
18-apr-2016,0,13.1,0,6.6,0,5.6,0,0.0,1016.5,10.593
19-apr-2016,0,12.2,0,4.3,0,5.9,0,0.0,1022.7,11.217
20-apr-2016,0,14.6,0,2.2,0,-3.3,0,0.0,1023.1,11.172
21-apr-2016,0,13.9,0,3.1,0,-2.3,0,0.0,1019.7,11.137
22-apr-2016,0,12.2,0,5.4,0,3.9,0,0.0,1017.8,12.398
23-apr-2016,0,12.9,0,1.0,0,-4.0,0,0.0,1018.8,11.233
24-apr-2016,0,12.9,0,1.8,0,-3.3,0,0.0,1016.6,11.212
25-apr-2016,0,13.4,0,2.7,0,5.2,0,0.2,1010.8,12.372
26-apr-2016,0,10.9,0,1.0,0,-3.4,0,1.6,1009.9,9.419
27-apr-2016,0,9.0,0,0.1,0,-3.1,0,2.5,1010.4,9.108
28-apr-2016,0,9.7,0,1.3,0,-3.2,0,2.7,1005.3,8.033
29-apr-2016,0,11.0,0,1.4,0,-1.6,0,2.3,1007.2,8.932
30-apr-2016,0,12.2,0,3.1,0,-1.2,0,0.0,1015.2,9.832
01-may-2016,0,16.9,0,7.8,0,2.4,0,0.8,1012.6,11.837
02-may-2016,0,14.0,0,6.2,0,8.3,0,5.3,1009.9,13.102
03-may-2016,0,14.7,0,5.4,0,0.4,0,0.0,1017.2,12.243
04-may-2016,0,15.6,0,7.1,0,3.1,0,0.0,1014.9,13.790
05-may-2016,0,16.7,0,9.0,0,6.9,0,0.0,1011.3,15.783
06-may-2016,0,15.8,0,5.9,0,2.9,0,0.0,1007.6,15.403
07-may-2016,0,13.1,0,7.8,0,6.4,0,4.7,1001.5,12.988
08-may-2016,0,20.1,0,11.4,0,9.9,0,1.4,999.6,15.760
09-may-2016,0,17.1,0,10.0,0,7.1,0,0.0,1002.8,15.077
10-may-2016,0,18.5,0,11.0,0,9.2,0,11.0,1002.5,14.670
11-may-2016,0,16.8,0,11.0,0,11.2,0,0.6,1001.0,13.923
12-may-2016,0,19.0,0,10.7,0,10.6,0,0.6,1003.5,15.953
13-may-2016,0,15.9,0,8.3,0,5.7,0,0.0,1009.6,16.520
14-may-2016,0,13.8,0,6.3,0,3.6,0,0.0,1015.7,16.495
15-may-2016,0,16.5,0,4.5,0,2.2,0,0.0,1018.0,17.218
16-may-2016,0,14.3,0,4.8,0,2.1,0,0.0,1015.2,17.478
17-may-2016,0,18.3,0,7.5,0,2.7,0,0.9,1004.6,17.583
18-may-2016,0,15.7,0,6.4,0,6.9,0,0.4,999.7,16.622
19-may-2016,0,19.3,0,5.8,0,1.4,0,4.4,1001.9,15.405
20-may-2016,0,15.2,0,9.9,0,6.4,0,0.7,1000.4,15.090
21-may-2016,0,18.0,0,8.3,0,9.0,0,13.3,995.5,15.615
22-may-2016,0,15.2,0,6.0,0,2.6,0,6.7,1004.3,14.908
23-may-2016,0,15.4,0,6.1,0,2.6,0,0.1,1014.5,14.498
24-may-2016,0,16.3,0,4.1,0,-0.9,0,0.0,1016.9,15.095
25-may-2016,0,13.2,0,9.1,0,3.6,0,0.0,1014.9,14.875
26-may-2016,0,12.2,0,8.3,0,7.8,0,0.1,1012.0,13.283
27-may-2016,0,15.4,0,5.9,0,0.2,0,0.0,1011.8,14.515
28-may-2016,0,18.0,0,9.8,0,6.2,0,0.0,1010.4,16.270
29-may-2016,0,19.5,0,8.4,0,3.9,0,0.0,1011.7,18.320
30-may-2016,0,20.7,0,7.3,0,2.3,0,0.0,1016.6,19.882
31-may-2016,0,21.8,0,8.2,0,3.1,0,0.0,1020.6,20.858
01-jun-2016,0,18.4,0,7.9,0,2.7,0,0.0,1022.9,20.583
02-jun-2016,0,17.6,0,6.9,0,1.8,0,0.0,1018.7,20.555
03-jun-2016,0,18.6,0,5.3,0,-0.1,0,0.0,1013.6,20.503
04-jun-2016,0,21.2,0,6.5,0,1.4,0,0.0,1013.6,20.722
05-jun-2016,0,22.5,0,13.5,0,8.6,0,0.0,1014.7,23.120
06-jun-2016,0,23.0,0,11.4,0,7.0,0,1.0,1014.9,21.763
07-jun-2016,0,21.5,0,14.3,0,13.4,0,0.6,1017.3,20.710
08-jun-2016,0,20.1,0,12.6,0,9.8,0,0.0,1019.0,21.028
09-jun-2016,0,21.6,0,12.0,0,12.6,0,0.0,1013.9,21.712
10-jun-2016,0,19.9,0,14.1,0,12.2,0,5.3,1007.3,20.573
11-jun-2016,0,20.1,0,13.6,0,13.4,0,2.2,1002.6,19.717
12-jun-2016,0,21.8,0,12.9,0,13.1,0,4.7,999.8,19.515
13-jun-2016,0,18.4,0,11.8,0,11.7,0,3.8,996.1,18.272
14-jun-2016,0,17.0,0,11.2,0,13.8,0,19.3,991.1,17.410
15-jun-2016,0,18.0,0,8.9,0,6.2,0,0.5,993.0,17.272
16-jun-2016,0,13.8,0,9.3,0,6.7,0,0.8,999.2,14.690
17-jun-2016,0,14.9,0,8.5,0,9.4,0,0.0,1007.5,14.730
18-jun-2016,0,17.5,0,6.8,0,2.8,0,0.0,1014.7,15.105
19-jun-2016,0,18.7,0,13.1,0,12.6,0,7.7,1010.1,17.255
20-jun-2016,0,19.5,0,13.5,0,11.9,0,0.8,1005.5,18.260
21-jun-2016,0,20.3,0,12.3,0,9.9,0,0.0,1007.7,18.323
22-jun-2016,0,19.9,0,10.1,0,8.5,0,0.1,1009.5,18.333
23-jun-2016,0,20.6,0,8.3,0,5.9,0,0.1,1009.5,19.283
24-jun-2016,0,17.0,0,11.3,0,9.1,0,15.9,1010.0,18.190
25-jun-2016,0,18.0,0,11.5,0,10.3,0,0.2,1013.6,17.497
26-jun-2016,0,18.7,0,11.6,0,11.4,0,3.0,1011.8,16.930
27-jun-2016,0,19.3,0,10.6,0,10.8,0,0.0,1012.2,18.135
28-jun-2016,0,16.5,0,8.9,0,9.1,0,2.9,1006.9,16.403
29-jun-2016,0,18.2,0,9.1,0,11.4,0,13.5,997.0,16.927
30-jun-2016,0,16.1,0,8.4,0,8.0,0,1.7,998.9,15.555
01-jul-2016,0,16.7,0,8.2,0,7.3,0,3.0,999.8,16.392
02-jul-2016,0,17.8,0,8.0,0,4.1,0,1.2,1005.4,16.425
03-jul-2016,0,19.4,0,8.9,0,7.1,0,0.0,1011.2,17.575
04-jul-2016,0,20.7,0,8.0,0,4.9,0,3.2,1008.2,16.958
05-jul-2016,0,17.9,0,8.2,0,4.1,0,0.0,1014.0,17.017
06-jul-2016,0,19.4,0,10.8,0,8.2,0,0.1,1013.5,17.657
07-jul-2016,0,21.7,0,13.1,0,13.2,0,0.3,1008.1,19.513
08-jul-2016,0,21.3,0,13.9,0,11.2,0,0.0,1006.8,20.548
09-jul-2016,0,23.2,0,15.3,0,14.0,0,2.9,1003.4,20.135
10-jul-2016,0,20.4,0,14.3,0,11.4,0,1.9,994.8,19.333
11-jul-2016,0,20.8,0,10.4,0,14.0,0,2.0,999.0,19.020
12-jul-2016,0,17.8,0,8.0,0,4.2,0,0.1,1008.9,17.785
13-jul-2016,0,17.3,0,8.7,0,4.7,0,1.3,1015.1,18.048
14-jul-2016,0,19.1,0,8.4,0,4.2,0,0.1,1019.7,18.740
15-jul-2016,0,25.2,0,12.8,0,12.5,0,4.4,1016.4,20.702
16-jul-2016,0,22.8,0,12.2,0,12.4,0,0.0,1016.8,21.810
17-jul-2016,0,24.5,0,12.2,0,8.3,0,0.0,1015.8,23.483
18-jul-2016,0,27.0,0,15.6,0,12.8,0,0.0,1014.1,25.645
19-jul-2016,0,26.5,0,14.3,0,11.1,0,0.0,1007.6,25.750
20-jul-2016,0,22.0,0,15.5,0,16.5,0,0.0,1004.0,24.280
21-jul-2016,0,23.4,0,15.3,0,13.7,0,0.1,1008.2,23.575
22-jul-2016,0,20.7,0,14.5,0,15.0,0,1.9,1011.8,22.483
23-jul-2016,0,21.9,0,15.0,0,14.4,0,0.0,1013.4,21.715
24-jul-2016,0,22.1,0,12.7,0,9.6,0,0.2,1010.3,20.575
25-jul-2016,0,19.1,0,11.6,0,7.5,0,1.0,1012.5,19.823
26-jul-2016,0,20.1,0,13.6,0,11.7,0,9.2,1010.7,19.397
27-jul-2016,0,19.3,0,13.3,0,13.0,0,0.8,1009.6,19.577
28-jul-2016,0,21.3,0,14.0,0,12.6,0,2.4,1006.2,20.132
29-jul-2016,0,21.2,0,12.6,0,13.1,0,3.7,1006.5,19.843
30-jul-2016,0,18.8,0,12.1,0,10.9,0,0.0,1010.5,18.862
31-jul-2016,0,19.4,0,10.5,0,6.8,0,0.0,1012.6,18.882
01-aug-2016,0,17.4,0,10.9,0,8.4,0,1.3,1007.8,17.715
02-aug-2016,0,22.3,0,14.1,0,13.9,0,3.0,1000.0,18.835
03-aug-2016,0,19.4,0,14.5,0,10.8,0,1.0,995.4,18.510
04-aug-2016,0,21.3,0,14.5,0,12.9,0,0.1,1004.0,19.185
05-aug-2016,0,21.6,0,11.8,0,9.3,0,0.2,1014.3,19.747
06-aug-2016,0,23.7,0,12.0,0,7.2,0,0.0,1015.9,20.897
07-aug-2016,0,21.1,0,11.4,0,11.5,0,0.4,1012.7,19.830
08-aug-2016,0,19.5,0,9.8,0,5.2,0,0.9,1017.6,17.683
09-aug-2016,0,16.9,0,8.6,0,3.2,0,0.0,1023.0,16.763
10-aug-2016,0,15.3,0,11.1,0,7.7,0,4.2,1020.3,16.618
11-aug-2016,0,19.3,0,12.3,0,11.3,0,0.0,1017.2,17.290
12-aug-2016,0,21.4,0,13.0,0,8.4,0,0.3,1014.8,18.775
13-aug-2016,0,18.5,0,13.0,0,11.1,0,0.2,1016.4,18.970
14-aug-2016,0,18.0,0,12.3,0,13.1,0,0.0,1020.4,18.830
15-aug-2016,0,23.1,0,7.8,0,2.7,0,0.0,1017.0,18.975
16-aug-2016,0,23.4,0,11.5,0,5.9,0,0.0,1010.7,20.710
17-aug-2016,0,18.3,0,14.0,0,13.5,0,16.8,1006.9,18.665
18-aug-2016,0,20.3,0,13.7,0,12.9,0,1.0,1003.3,18.208
19-aug-2016,0,21.0,0,13.3,0,12.2,0,16.3,993.0,18.103
20-aug-2016,0,21.0,0,14.0,0,13.3,0,19.4,991.4,17.810
21-aug-2016,0,19.2,0,13.4,0,11.3,0,0.9,1005.0,17.890
22-aug-2016,0,21.5,0,15.9,0,15.9,0,0.8,1011.6,19.987
23-aug-2016,0,18.4,0,13.3,0,14.9,0,5.2,1014.4,18.557
24-aug-2016,0,21.7,0,9.9,0,5.3,0,0.0,1015.2,18.347
25-aug-2016,0,20.3,0,9.0,0,5.6,0,0.0,1010.8,17.958
26-aug-2016,0,21.0,0,10.4,0,4.3,0,0.0,1010.6,17.815
27-aug-2016,0,20.3,0,8.9,0,4.7,0,0.0,1009.2,17.990
28-aug-2016,0,21.0,0,11.4,0,10.3,0,0.0,1009.7,18.972
29-aug-2016,0,23.3,0,8.3,0,3.3,0,0.0,1016.0,19.208
30-aug-2016,0,22.1,0,14.0,0,8.3,0,0.0,1013.4,19.792
31-aug-2016,0,19.5,0,9.0,0,6.9,0,1.6,1013.1,18.950
01-sep-2016,0,17.9,0,7.7,0,3.3,0,1.3,1013.3,16.102
02-sep-2016,0,20.0,0,12.5,0,9.9,0,0.0,1009.3,18.042
03-sep-2016,0,15.6,0,11.9,0,7.3,0,18.4,1002.9,15.787
04-sep-2016,0,19.4,0,11.7,0,7.4,0,5.5,1003.8,17.135
05-sep-2016,0,26.0,0,13.9,0,13.5,0,3.9,1008.0,19.650
06-sep-2016,0,25.3,0,18.4,0,13.9,0,0.0,1013.0,20.752
07-sep-2016,0,22.1,0,17.1,0,14.4,0,1.9,1006.1,19.622
08-sep-2016,0,19.5,0,14.3,0,13.5,0,3.1,999.5,18.820
09-sep-2016,0,18.2,0,11.4,0,10.6,0,5.1,998.0,16.310
10-sep-2016,0,17.9,0,10.4,0,7.6,0,0.0,1005.2,15.800
11-sep-2016,0,18.7,0,9.5,0,4.7,0,0.0,1001.9,14.642
12-sep-2016,0,22.0,0,13.7,0,14.5,0,1.5,998.1,17.680
13-sep-2016,0,17.1,0,12.1,0,11.0,0,0.7,1005.8,16.550
14-sep-2016,0,21.3,0,12.9,0,11.9,0,0.0,1006.8,17.587
15-sep-2016,0,20.9,0,11.8,0,7.5,0,0.0,1006.8,17.840
16-sep-2016,0,18.2,0,8.7,0,3.6,0,0.0,1013.3,16.622
17-sep-2016,0,18.8,0,8.9,0,4.6,0,0.0,1018.0,16.523
18-sep-2016,0,16.9,0,8.7,0,4.0,0,3.0,1015.6,14.962
19-sep-2016,0,15.1,0,8.2,0,2.7,0,0.0,1019.3,14.243
20-sep-2016,0,16.5,0,7.6,0,4.0,0,0.0,1014.5,14.570
21-sep-2016,0,16.1,0,8.2,0,3.3,0,4.7,1008.3,13.300
22-sep-2016,0,16.8,0,4.1,0,-0.9,0,0.7,1011.2,12.523
23-sep-2016,0,17.4,0,6.7,0,2.2,0,0.2,1009.1,12.700
24-sep-2016,0,18.2,0,13.2,0,12.9,0,4.4,1000.2,14.645
25-sep-2016,0,16.2,0,7.0,0,5.4,0,5.9,1003.5,13.300
26-sep-2016,0,17.5,0,7.8,0,2.4,0,2.9,1009.0,13.462
27-sep-2016,0,18.1,0,11.9,0,10.0,0,0.1,1010.5,15.407
28-sep-2016,0,23.3,0,12.9,0,7.6,0,2.7,1010.4,16.060
29-sep-2016,0,16.6,0,9.1,0,8.0,0,1.2,1005.1,14.525
30-sep-2016,0,14.9,0,7.0,0,3.2,0,5.0,1002.3,12.410
01-oct-2016,0,13.9,0,4.8,0,3.9,0,3.8,1003.7,11.885
02-oct-2016,0,15.8,0,2.4,0,-1.2,0,0.0,1012.0,10.549
03-oct-2016,0,17.2,0,12.1,0,4.6,0,0.0,1017.3,12.642
04-oct-2016,0,15.8,0,13.2,0,10.8,0,0.0,1021.3,12.892
05-oct-2016,0,16.7,0,11.6,0,10.6,0,0.0,1022.1,13.048
06-oct-2016,0,14.8,0,11.1,0,6.0,0,0.0,1020.2,12.055
07-oct-2016,0,14.9,0,7.5,0,2.0,0,0.0,1017.6,11.528
08-oct-2016,0,15.3,0,10.7,0,8.0,0,0.0,1022.3,12.843
09-oct-2016,0,15.7,0,5.9,0,3.7,0,0.0,1025.0,12.468
10-oct-2016,0,13.9,0,5.9,0,2.0,0,0.0,1022.5,10.818
11-oct-2016,0,14.2,0,9.7,0,2.7,0,0.0,1018.7,11.140
12-oct-2016,0,13.7,0,5.7,0,7.0,0,0.1,1016.9,11.717
13-oct-2016,0,13.6,0,6.3,0,0.9,0,5.7,1009.1,11.137
14-oct-2016,0,13.0,0,5.0,0,1.1,0,6.1,1000.2,9.993
15-oct-2016,0,14.8,0,8.4,0,8.2,0,17.8,996.4,11.542
16-oct-2016,0,14.8,0,10.4,0,6.0,0,3.6,995.5,11.718
17-oct-2016,0,14.9,0,8.9,0,3.8,0,0.1,1004.5,11.182
18-oct-2016,0,12.2,0,5.6,0,1.1,0,0.3,1014.4,9.848
19-oct-2016,0,13.3,0,4.7,0,-0.4,0,0.0,1020.0,9.147
20-oct-2016,0,13.8,0,3.9,0,-0.9,0,0.0,1019.5,9.409
21-oct-2016,0,14.8,0,6.5,0,2.6,0,0.0,1015.7,10.458
22-oct-2016,0,12.7,0,7.7,0,6.5,0,0.0,1011.8,10.185
23-oct-2016,0,11.6,0,7.6,0,5.0,0,0.8,1008.7,9.222
24-oct-2016,0,12.1,0,8.3,0,7.4,0,1.0,1010.3,9.337
25-oct-2016,0,14.8,0,8.4,0,6.5,0,0.1,1014.8,10.422
26-oct-2016,0,15.4,0,9.9,0,8.0,0,0.2,1019.2,11.538
27-oct-2016,0,15.5,0,11.8,0,9.4,0,0.0,1021.3,12.073
28-oct-2016,0,15.1,0,12.6,0,11.9,0,0.3,1025.6,13.052
29-oct-2016,0,14.2,0,7.2,0,11.1,0,0.1,1026.3,12.700
30-oct-2016,0,15.1,0,6.3,0,2.4,0,0.0,1022.8,10.533
31-oct-2016,0,13.9,0,8.2,0,2.5,0,0.0,1021.3,11.440
01-nov-2016,0,11.8,0,2.2,0,4.7,0,0.0,1022.7,9.527
02-nov-2016,0,10.8,0,0.6,0,-3.5,0,0.0,1020.8,6.666
03-nov-2016,0,9.6,0,6.3,0,0.3,0,0.9,1013.0,8.425
04-nov-2016,0,10.3,0,3.6,0,0.3,0,0.3,1004.3,7.801
05-nov-2016,0,9.1,0,2.5,0,0.2,0,0.0,1006.6,5.934
06-nov-2016,0,9.0,0,1.6,0,-3.3,0,0.0,1010.6,4.451
07-nov-2016,0,8.9,0,-0.9,0,-5.5,0,0.0,1013.0,4.051
08-nov-2016,0,9.9,0,1.6,0,-2.2,0,12.9,1000.8,5.582
09-nov-2016,0,10.1,0,2.8,0,-1.1,0,0.4,996.3,5.661
10-nov-2016,0,9.8,0,3.0,0,1.3,0,0.2,1005.8,5.638
11-nov-2016,0,13.1,0,0.2,0,-4.0,0,1.9,1007.5,4.676
12-nov-2016,0,13.1,0,5.0,0,-1.0,0,1.0,1010.2,8.494
13-nov-2016,0,12.3,0,4.5,0,0.3,0,0.2,1021.1,7.410
14-nov-2016,0,15.9,0,11.4,0,6.4,0,0.0,1020.1,10.430
15-nov-2016,0,15.1,0,7.6,0,8.8,0,0.3,1016.4,10.882
16-nov-2016,0,10.5,0,5.4,0,1.7,0,0.7,1006.0,8.301
17-nov-2016,0,6.2,0,0.8,0,2.4,0,15.0,991.5,5.677
18-nov-2016,0,6.0,0,0.9,0,-1.4,0,0.4,988.3,3.778
19-nov-2016,0,5.4,0,-1.0,0,-3.1,0,0.0,989.5,2.737
20-nov-2016,0,1.4,0,-2.1,0,-6.8,0,0.0,987.3,2.048
21-nov-2016,0,5.1,0,-0.6,0,-3.6,0,1.7,990.5,2.987
22-nov-2016,0,8.0,0,0.1,0,2.1,0,0.8,1000.4,4.070
23-nov-2016,0,8.5,0,-1.7,0,-5.9,0,1.1,1015.4,2.590
